Start Date,End Date,Response ID,Are you a current SAA member?,How frequently would you estimate you have consulted the SAA Principles of Ethics in the past?,How have you used the SAA Principles of Ethics? Please check all that apply. - Selected Choice,How have you used the SAA Principles of Ethics? Please check all that apply. - Other - Text,"Have you consulted any other codes of ethics? If so, please specify which organization's and how you have used them.",Please feel free to elaborate on your answer here:,What do you see as being the primary ethical concerns in the field today?,"Principle 1: Stewardship

The archaeological record, that is, in situ archaeological material and sites, archaeological collections, records and reports, is irreplaceable. It is the responsibility of all archaeologists to work for the long-term conservation and protection of the archaeological record by practicing and promoting stewardship of the archaeological record. Stewards are both caretakers of and advocates for the archaeological record for the benefit of all people; as they investigate and interpret the record, they should use the specialized knowledge they gain to promote public understanding and support for its long-term preservation. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 2: Accountability

Responsible archaeological research, including all levels of professional activity, requires an acknowledgment of public accountability and a commitment to make every reasonable effort, in good faith, to consult actively with affected group(s), with the goal of establishing a working relationship that can be beneficial to all parties involved. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 3: Commercialization

The Society for American Archaeology has long recognized that the buying and selling of objects out of archaeological context is contributing to the destruction of the archaeological record on the American continents and around the world. The commercialization of archaeological objects - their use as commodities to be exploited for personal enjoyment or profit - results in the destruction of archaeological sites and of contextual information that is essential to understanding the archaeological record. Archaeologists should therefore carefully weigh the benefits to scholarship of a project against the costs of potentially enhancing the commercial value of archaeological objects. Whenever possible they should discourage, and should themselves avoid, activities that enhance the commercial value of archaeological objects, especially objects that are not curated in public institutions, or readily available for scientific study, public interpretation, and display.
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 4: Public Education and Outreach

Archaeologists should reach out to, and participate in cooperative efforts with others interested in the archaeological record with the aim of improving the preservation, protection, and interpretation of the record. In particular, archaeologists should undertake to: 1) enlist public support for the stewardship of the archaeological record; 2) explain and promote the use of archaeological methods and techniques in understanding human behavior and culture; and 3) communicate archaeological interpretations of the past. Many publics exist for archaeology including students and teachers; Native Americans and other ethnic, religious, and cultural groups who find in the archaeological record important aspects of their cultural heritage; lawmakers and government officials; reporters, journalists, and others involved in the media; and the general public. Archaeologists who are unable to undertake public education and outreach directly should encourage and support the efforts of others in these activities. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 5: Intellectual Property

Intellectual property, as contained in the knowledge and documents created through the study of archaeological resources, is part of the archaeological record. As such it should be treated in accord with the principles of stewardship rather than as a matter of personal possession. If there is a compelling reason, and no legal restrictions or strong countervailing interests, a researcher may have primary access to original materials and documents for a limited and reasonable time, after which these materials and documents must be made available to others. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 6: Public Reporting and Publication

Within a reasonable time, the knowledge archaeologists gain from investigation of the archaeological record must be presented in accessible form (through publication or other means) to as wide a range of interested publics as possible. The documents and materials on which publication and other forms of public reporting are based should be deposited in a suitable place for permanent safekeeping. An interest in preserving and protecting in situ archaeological sites must be taken in to account when publishing and distributing information about their nature and location. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 7: Records and Preservation

Archaeologists should work actively for the preservation of, and long term access to, archaeological collections, records, and reports. To this end, they should encourage colleagues, students, and others to make responsible use of collections, records, and reports in their research as one means of preserving the in situ archaeological record, and of increasing the care and attention given to that portion of the archaeological record which has been removed and incorporated into archaeological collections, records, and reports. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 8: Training and Resources

Given the destructive nature of most archaeological investigations, archaeologists must ensure that they have adequate training, experience, facilities, and other support necessary to conduct any program of research they initiate in a manner consistent with the foregoing principles and contemporary standards of professional practice. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 9: Safe Educational and Workplace Environments

Archaeologists in all work, educational, and other professional settings, including fieldwork and conferences, are responsible for training the next generation of archaeologists. Part of these responsibilities involves fostering a supportive and safe environment for students and trainees. This includes knowing the laws and policies of their home nation and institutional workplace that pertain to harassment and assault based upon sex, gender identity, sexual orientation, ethnicity, disability, national origin, religion, or marital status. SAA members will abide by these laws and ensure that the work and educational settings in which they have responsible roles as supervisors are conducted so as to avoid violations of these laws and act to maintain safe and respectful work and learning environments. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"As a whole, the SAA Principles of Ethics satisfactorily addresses the ethical situations archaeologists find themselves in today.",Please elaborate here:,"The SAA Principles of Ethics adequately addresses ethical concerns in the country in which I work, am a student, or teach.",Please elaborate here:,The SAA Principles of Ethics adequately addresses ethical concerns in sector in which I work.,Please elaborate here:,Are there additional ethical issues that should be addressed by the Principles?,Please elaborate here:,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish best practices for the profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish and enforce best practices for the profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish expectations for the behavior of professionals,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Demonstrate integrity of profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - For use in education and training,"What type of ethical document(s) do you feel would best serve the SAA membership? Please check all that apply.

	Aspirational Code: An aspirational code focuses on a set of shared values and ideals that encourage ethical behavior for members of the society or organization. The current SAA Principles of Archaeological Ethics are an aspirational code.
	Living Document: A living document is a set of ethical statements that can be continually updated (e.g. a blog) and provide a platform to actively respond to ethical situations and challenges. A living document usually accompanies a set statement on ethics. An example of a living document is the AAA Ethics Forum.

 If necessary:


	Separate Principles of Ethics and Standards of Practice or Performance: Two statements that address 1) ethical principles and 2) best practices for archaeology as separate documents.
	An ethical document that provides examples: An ethical statement or code that uses practical examples to illustrate its components.",Feel free to comment on these formats or suggest additional formats here:,Are you a member of the RPA?,How many years have you worked in/with archaeology?,What is your age?,What is your gender identity? - Selected Choice,What is your gender identity? - Prefer to self-describe: - Text,Do you consider yourself a member of the LGBTQIA+ community?,Please indicate your ethnicity: - Selected Choice,Please indicate your ethnicity: - Other (specify): - Text,Geographical area of origin:,Current place of residence:,Where do you do fieldwork/research? Please check all that apply.,What is your primary work setting? - Selected Choice,What is your primary work setting? - Other - Please Specify: - Text,"You have now reached the end of the survey.  From here, you can click on the ""next"" button below to submit your survey responses.  You can also use the ""previous"" button to go back and review and/or adjust your responses.

 
We are interested in hearing more about your perspectives on potential changes to the SAA Principles of Archaeological Ethics. If you would be willing to have a follow-up phone interview or email exchange, this link [Follow-up Contact Information] will open a separate survey form where you can fill in your contact information. The results of this survey will remain anonymous and will not be linked to your survey responses. You will still need to submit this survey using the ""next"" button below.",,,,
4/18/2020 12:08,4/18/2020 12:37,R_2aboxOd1G8edqFD,No. I'm a former member.,Occasionally ,"To address an ethical problem,To refresh or gain personal knowledge of ethics,For teaching or training purposes",,Yes,,Being silent while the Government no longer requires cultural resources inventories prior to ground disturbing activity. By our silence we become complicit.,Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,"This principle states we should not have our own standards, but should obey the law of the local jurisdiction. Rather than just obey local custom, we should set our own standards.",Neutral,,Neutral,,Neutral,,Yes,,4,1,5,2,3,"Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples",,No,25,Age-98,Gender-86,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-93,Residence-37,"Latin America and the Caribbean,Northern America               ,Central Asia                   ",,,,,,,
4/13/2020 11:56,4/13/2020 12:11,R_3iXsdpMhLIwUlPl,Yes,Occasionally ,To refresh or gain personal knowledge of ethics,,Yes,"AAA
NYTIMES",Working with the communities we study,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,No,,,,,,,,A student oriented summary that is easily distributed would be helpful,No,50,Age-98,Gender-86,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-15,Residence-5,"Northern America               ,Western Europe                 ",Academic - 4-year institution with a graduate program,,,,,,
4/13/2020 16:39,4/13/2020 16:55,R_2DYrZs2os2D1G5N,Yes,Several times a year,For teaching or training purposes,,Yes,"AAPA's code, especially regarding sexual harassment and violence.","Safety from harassment and violence of women and all gender-nonconforming people.
Relations between archaeologists and Native peoples.
Strengthening protections against looting and illicit sales of Native artifacts and remains. ",Disagree,"I believe that, in the U.S. and general North American case, this Principle leaves Native people and their stewardship preferences (Including not excavating) silent.",Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,"As the curator of poorly documented and haphazardly curated collections, I wish we could put teeth into this.",Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Disagree,"The lack of more proactive language for engagement with Native communities and other communities whom archaeologists' research affects is a major area for revision. Principles 1, 2 especially need rewriting.",Agree,,No opinion/Not sure,,2,4,1,5,3,"An aspirational code,Ethical document(s) that provides examples",,Yes,48,,Gender-85,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-35,Residence-5,"Sub-Saharan Africa             ,Northern America               ",Academic - 4-year institution with a graduate program,,,,,,
4/14/2020 16:03,4/14/2020 17:42,R_3EbrXFdaNH0iYJO,Yes,Once or twice,In working with the public or non-archaeologists,,Yes,"The United Nations Universal Declaration of Human Rights
The Textile Society of America mission statement and Diversity Statement (I was involved in formulating the latter)","I see gender-based and sexual harassment as vital concerns, within the broader context of often abusive power relationships in academia, the workplace and the insular experience of fieldwork.

As job opportunities have become more scarce and also of lower quality (impermanent, part-time, low-paid, highly demanding), issues caused by systematic abuse of power by supervisors have deepened, and willingness to defend oneself or others has been eroded.

While I perceive the involvement of archaeologists in owning or even trafficking antiquities to have greatly lessened, I perceive that traffickers and collectors are becoming bolder recently and are challenging the authority of archaeologists, within a broader framework of fomenting disrespect for science and professional standards. We need to strategize about dealing with this.

Legal protections for heritage sites are being challenged, eroded and undone, and SAA has responded appropriately to work against these attacks. This situation requires further education and skill-building, both within and beyond our discipline.",Agree,"I would only add that the principles of stewardship should be integral to our teaching and training of those who will carry on our work, and imparted to others who maintain an interest in archaeological discoveries.",Neutral,"I think this statement should be modified to recognize the agency of others. We are accountable not only to ""affected groups"" but to those concerned with heritage for different reasons and from different perspectives. Those whose interests are at odds with that of archaeology will demand a report, but we should be particularly assiduous in being accountable to those who share our interests and concerns.",Agree,I would add that our activities should not facilitate access to antiquities or their commercialization.,Strongly Agree,,Agree,"Based on my research practice, which draws extensively on archival materials, I would add that we are responsible, in our use of information generated by our colleagues, to accord full and proper recognition of: (1) their organization and labors in generating primary data, and (2) the data integration and interpretive proposals that they have developed, which may be unpublished but available to subsequent researchers.",Neutral,"To be adequate, this statement must be modified. The principle is correct, but different types of archaeological analysis require different time frames. Those who study site distribution and architecture reap the first wave of results from survey or excavation, now further facilitated by improved remote sensing and documentation methods. They publish quickly and may seem highly ethical according to this measure, while the time-consuming processes of analyzing different types of excavated materials are left to ""slower"" meticulous colleagues who publish later, and are therefore less likely to be the PI, tenured, funded etc. Too often, the Director moves on to another high profile project, a situation that generates problems in conserving both the data and physical collections, and continues to be rewarded for rapid publication.",Agree,"As we make responsible use of collections, records and reports we should also generate reports on our analytic processes, to be incorporated into the archives we have used. ",Agree,"Archaeologists should seek continuing education in new methods and research strategies, and provide opportunities for continuing education in methods we may develop or master. As we may become more specialized in our research methods, we are likewise responsible for developing research collaborations with others whose expertise complements our own, and should cross-train with them to the extent necessary for strong working relationships and joint publications.",Agree,Compliance with the law is not sufficient for fostering a supportive and safe environment. A focus on what is required by law may even undermine such an environment.,Neutral,"We must take advantage of all opportunities to update, strengthen and refine these statements. Policies are developed in changing social and political contexts and their wording responds to the problems that predominate or have been recognized. Other problems will emerge, and the wording of a policy may itself become problematic.",Neutral,"The principles are approximately adequate in some points, but not adequate in others.",Disagree,,Yes,"Archaeology as a disciple is reproduced in university training, as well as in fieldwork. The erosion of long-term academic employment (not just tenure, but continuity) deeply affects both undergraduate and graduate education, as well as the ability to direct continuing research. I consider that the SAA needs to develop a position on this issue.

There is no strategic planning to provide training in all aspects of archaeological analysis essential to work with the collections we generate. Instead, jobs and courses emerge in response to market trends in education (eg. bioarchaeologists who can teach premed students, GIS specialists who can teach planners), while important branches of our field lack anyone employed to teach them. The SAA could create a forum to identify these gaps and co-sponsor a graduate seminar in one or another specialty at a participating university, providing at lease temporary employment for a specialist and an opportunity for a cohort of students.",1,5,2,4,3,"An aspirational code,A living document,Ethical document(s) that provides examples","I think that providing examples is useful, but that specific Standards of Practice and ethics documents related to areas of work (geographic, disciplinary etc) should be generated and updated by those involved, rather than centralized in or by the SAA.",Yes,41,Age-72,Gender-85,,LGBTQIA+Comm-19,Ethnicity-31,XX - REDACTED - XX,Geo-28,Residence-5,Latin America and the Caribbean,Other - Please Specify:,"Independent researcher, with long history of teaching",,,,,
4/13/2020 10:05,4/13/2020 10:30,R_2wTZSruEiFp994w,Yes,Once or twice,To refresh or gain personal knowledge of ethics,,Yes,I've consulted various codes of ethics from my past employers to handle workplace discrepancies.,"Balancing a project's integrity with efficiency in CRM. Providing a safe environment for professionals, students, and avocationals. ",Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,"It is rare to hear of repercussions for people who violate codes of ethics in any field. While having these topics outlined is nice, the next time there is a violator of the SAA's code of ethics, there needs to be a stronger show of support from the organization for whichever party is victim and a hard-lined response to the violator. These words mean nothing if there is no follow through.",Agree,"Again, these addresses are only adequate if they are enforced within the organization.",Agree,,No opinion/Not sure,,5,1,3,2,4,"An aspirational code,A living document,Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples,Ethical document(s) that more fully addresses concerns in my sector/region of work",,No,4,Age-74,Gender-85,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-28,Residence-5,Northern America               ,CRM - Cultural Resources Consulting Firm,,,,,,
4/13/2020 10:42,4/13/2020 11:14,R_R318kQz6Qx2vHIl,Yes,Once or twice,To refresh or gain personal knowledge of ethics,,No,,"Ethical use of big data, including proper attribution and credit, inclusion of contributors, and broad and consistent consultations with contributors outside academia such as CRM and the public.   ",Strongly Agree,,Agree,"What exactly is an ""affected group?""   At what point does the inclusion of any group that claims ""affected"" status create such conflicts with archaeological and scientific pursuits that the term ""affected"" must be clarified?  ",Neutral,,Strongly Agree,"Often preached, much less often practiced.  ",Agree,"This is a difficult topic, and there is a broad spectrum of gray areas.  It might help to better define a set of circumstances.  For example, there is data produced at public universities using public funds and grants that should be made available after a reasonable period (from personal experience, I've been denied access to isotope data obtained over 30 years ago).   One the other side of the spectrum, there is data collected as personal research projects that might not get published quickly due to various issues and life circumstances.   ",Strongly Agree,,Strongly Agree,"This principle is perhaps the most poorly or least-often observed of the series of principles.  There are thousands of excellent collections with valuable data, but archaeologists continue to focus on excavation.   ",Strongly Agree,,Agree,,Agree,"Yes, they address the ethical situations - but the truly relevant question is, do they actually get implemented?  ",Agree,,Neutral,,No opinion/Not sure,"There is constant concern and discussion throughout the profession regarding proper and respectful treatment of individuals regardless of race, gender, and so on as set fort in Principle #9.   How about a similar consideration of CRM archaeologists who are generally regarded, and often treated, in an elitist manner and mindset, as second and third class members of the profession?    ",1,5,2,3,4,"An aspirational code,Separate Principles of Ethics and Standards of Practice","Strongly against a living document via a blog.   As evident from the contemporary digital world, that could result in a small subset of the most radical and constantly disgruntled members to determine the nature and outcome of ethical decisions, while more balanced opinions would be drowned out or silenced.   ",No,36,Age-72,Gender-86,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-28,Residence-5,Northern America               ,CRM - Environmental or Engineering Consulting Firm,,,,,,
4/14/2020 12:16,4/14/2020 12:26,R_232yavFM7rWUQs4,Yes,Occasionally ,For teaching or training purposes,,Yes,"Canada
Australia
New Zeeland
WAC",,Agree,,Agree,Does not specify Native American and it should,Strongly Agree,,,Does not make Native Americans the primary focus and it should,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Agree,"Overall, they do not specify enough the unique relationship archaeologist working in the United States should have with Native American. Native American are not one among many groups but the primary and most important group ,",Neutral,I work in Latin America so it is not really any of this US academic society's business.,Neutral,,Yes,Defining unique status of Native Americns to archaeologists working in the United States.,2,5,1,3,4,"I am satisfied with the format of the current Principles,An aspirational code",,No,30,Age-54,Gender-86,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-28,Residence-5,Latin America and the Caribbean,Academic - 4-year institution with a graduate program,,,,,,
4/13/2020 22:45,4/13/2020 23:40,R_1QmfaTYaRuIrW2x,Yes,Once or twice,"To refresh or gain personal knowledge of ethics,Other","To see how SAA addresses what ethics apply, how it phrases the issues and principles",No,"As a feminist and elder, especially in the last couple years I've looked at other organizations' principles of ethics, to learn what they consider appropriate and what SAA might consider; RPA's  website docments on its ethics principles and what actions might be taken with complaints, seems the best to me.","Women in the profession:
1) opportunities for women to have the same roles and funding and recognition as men have enjoyed
2) openly addressing a danger that the @MeToo sessions have exposed:  young women who have not been taught that women must not drink to helplessness in mixed gatherings.  So many of the @MeToo stories began with the woman drunk to the point of being unable to move, or passed out, and in that state, sexually assaulted.  This should not be swept under the rug in discussions of sexual harassment and exploitation.
3) again, revealed in the @MeToo sessions:  making it obligatory for directors of projects outside the U.S. and Canada, to spend a bloc of time explaining the host country's mores and customs.  Some of the @MeToo stories seemed to be American women misinterpreting customary courtesies and pleasantries of other socieites.
4) addressing the inequities that recent surveys have shown, for example that women faculty are still paid less than men, and that in spite of more Ph.D.s in archaeology granted to women than to men in the past decade, more men than women are being hired in academia.  ",Agree,"""all archaeologists"" should be clarified to include avocationals and people in public outreach projects -- perhaps saying ""all who engage in archaeological work"" or even more explicit about avocationals and the public",Agree,,Agree,,Agree,,Agree,,Agree,,Disagree,"This needs to add that archaeologists should work with museums, archives, and other curatorial institutions to retain records and materials in appropriate conservation environments, and supervise use of records and materials to protect them from damage.  ",Agree,,Disagree,"This should not be limited (as it reads) to training the next generation.  
Suggested wording:
Principle 9: Safe Educational and Workplace Environments
Archaeologists in all work, educational, and other professional settings, including fieldwork and conferences, are responsible for fostering a supportive and safe environment for colleagues, crews, students, trainees, and visitors.",Neutral,Too much emphasis on training students.  The great majority of archaeologists now work in CRM/Heritage and use paid crews.  ,Neutral,"Too little about explicitly making clear to Americans working on projects abroad, what the host country's customary behavior is, what may be unacceptable or insulting or asking for trouble although accepted among young Americans.",Neutral,"As a retired professor, I no longer direct field projects, nor train students.  I do work with avocationals and public outreach.",Yes,"A section declaring that archaeological data can be interpreted from many standpoints, so interpretations and critiques counter to mainstream models should be protected as academic freedom, including full consideration by journal editors.  (That is, no double standard of requiring more than the usual two or three reviewers  for submissions arguing less-conventional interpretations, or revising and revising until author gives up.)",2,1,3,4,5,"An aspirational code,Separate Principles of Ethics and Standards of Practice",,No,60,Age-98,Gender-85,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-15,Residence-5,Northern America               ,Retired,,,,,,
4/13/2020 15:47,4/13/2020 16:02,R_3nfxQc3R9F7Ta95,Yes,Several times a year,For teaching or training purposes,,Yes,"American Anthropological Association
Register of Professional Archeaologists
World Archaeological Congress","Repatriation
Sexual harassment
Authorship of reports",Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Neutral,"As articulated, this statement does not give adequate attention to the rights of Indian tribes or project sponsors. Also, the verb ""must"" runs counter to the fact that many of us have unpublished projects in our hopper. Perhaps ""should"" is a better verb here?",Agree,,Agree,,Agree,,Neutral,I think there is room for improvement.,Neutral,There is always room for improvement.,Neutral,There is always room for improvement.,No opinion/Not sure,,1,5,3,4,2,Separate Principles of Ethics and Standards of Practice,,Yes,40,Age-98,Gender-86,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-28,Residence-5,Northern America               ,Academic - 4-year institution with a graduate program,,,,,,
4/13/2020 9:44,4/13/2020 9:49,R_117IVwETMxnhkOo,Yes,Once or twice,Referred to it while renewing my SAA membership,,No,,People are people but be respectful.,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,No,,1,3,5,2,4,I am satisfied with the format of the current Principles,,No,,Age-54,Gender-86,,LGBTQIA+Comm-98,Ethnicity-31,XX - REDACTED - XX,Geo-28,Residence-5,Northern America               ,Government - Federal,,,,,,
